Subject,Start date,Start time,Container Size,In/Out Gate,Full / Empty,Container Status,Origin,Slot
-1933312058,7/17/2017,07:15:00 AM,20,GateIn,Empty,EXPORT,91615,Slot30
-1945187005,7/17/2017,07:15:00 AM,40,GateIn,Empty,EXPORT,90840,Slot30
-1736783214,7/17/2017,07:15:00 AM,45,GateIn,Empty,EXPORT,91393,Slot30
-1302126339,7/17/2017,07:15:00 AM,40,GateIn,Empty,EXPORT,92838,Slot30
113467069,7/17/2017,07:15:00 AM,40,GateIn,Full,EXPORT,92236,Slot30
-1958559574,7/17/2017,07:15:00 AM,45,GateIn,Empty,EXPORT,92313,Slot30
-703413413,7/17/2017,07:15:00 AM,45,GateIn,Empty,EXPORT,91618,Slot30
-1488777317,7/17/2017,07:15:00 AM,40,GateIn,Empty,EXPORT,90743,Slot30
-62956237,7/17/2017,07:15:00 AM,20,GateIn,Full,EXPORT,92596,Slot30
725831982,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,90638,Slot31
-1726475661,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,92654,Slot31
-1459812729,7/17/2017,07:30:00 AM,20,GateIn,Full,EXPORT,91791,Slot31
790858208,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,90620,Slot31
-1650354818,7/17/2017,07:30:00 AM,20,GateIn,Empty,EXPORT,91224,Slot31
-1975557005,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,90069,Slot31
-1294891494,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,92871,Slot31
1219671518,7/17/2017,07:30:00 AM,40,GateIn,Full,EXPORT,92831,Slot31
-1944362382,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,92591,Slot31
-1327124115,7/17/2017,07:30:00 AM,40,GateIn,Full,EXPORT,91363,Slot31
-1220487472,7/17/2017,07:30:00 AM,40,GateIn,Full,EXPORT,91739,Slot31
-328829270,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,90755,Slot31
-531691755,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,90505,Slot31
1336166778,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,92202,Slot31
230174300,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,92603,Slot31
-1492370379,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,91355,Slot31
1177765022,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,92832,Slot31
-1610140265,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,90717,Slot31
1023721936,7/17/2017,07:30:00 AM,20,GateIn,Full,EXPORT,90052,Slot31
-31669158,7/17/2017,07:30:00 AM,45,GateIn,Empty,EXPORT,90747,Slot31
-1972846271,7/17/2017,07:30:00 AM,20,GateIn,Empty,EXPORT,91221,Slot31
-1164845175,7/17/2017,07:30:00 AM,40,GateIn,Full,EXPORT,91503,Slot31
-1787379065,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,92536,Slot31
-351456816,7/17/2017,07:30:00 AM,20,GateIn,Empty,EXPORT,92841,Slot31
1723589442,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,92802,Slot31
434857429,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,90017,Slot31
-974290898,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,92850,Slot31
1490889461,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,92846,Slot31
-1698672027,7/17/2017,07:30:00 AM,20,GateIn,Full,EXPORT,93591,Slot31
-1807130712,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,93034,Slot31
357716943,7/17/2017,07:30:00 AM,40,GateIn,Full,EXPORT,92604,Slot31
-1806519159,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,91745,Slot31
-130438601,7/17/2017,07:30:00 AM,45,GateIn,Empty,EXPORT,90189,Slot31
657539544,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,91407,Slot31
1141189989,7/17/2017,07:30:00 AM,20,GateIn,Empty,EXPORT,91710,Slot31
688402118,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,90809,Slot31
176656412,7/17/2017,07:30:00 AM,20,GateIn,Empty,EXPORT,90018,Slot31
-1738873524,7/17/2017,07:30:00 AM,20,GateIn,Empty,EXPORT,90093,Slot31
1925291235,7/17/2017,07:30:00 AM,45,GateIn,Empty,EXPORT,92589,Slot31
495474285,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,91416,Slot31
-170184516,7/17/2017,07:30:00 AM,20,GateIn,Empty,EXPORT,91189,Slot31
2024251949,7/17/2017,07:30:00 AM,20,GateIn,Empty,EXPORT,92357,Slot31
-719785070,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,92812,Slot31
809165179,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,91351,Slot31
-1775209285,7/17/2017,07:30:00 AM,20,GateIn,Empty,EXPORT,90262,Slot31
-1534778850,7/17/2017,07:30:00 AM,40,GateIn,Full,EXPORT,92236,Slot31
-14269538,7/17/2017,07:30:00 AM,40,GateIn,Full,EXPORT,92368,Slot31
98820383,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,92307,Slot31
-426462414,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,90747,Slot31
-2034709444,7/17/2017,07:30:00 AM,40,GateIn,Full,EXPORT,90021,Slot31
1219171719,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,92202,Slot31
-155441691,7/17/2017,07:30:00 AM,20,GateIn,Empty,EXPORT,90712,Slot31
-1225343814,7/17/2017,07:30:00 AM,20,GateIn,Empty,EXPORT,90009,Slot31
1984427071,7/17/2017,07:30:00 AM,20,GateIn,Empty,EXPORT,91384,Slot31
-1589479194,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,92359,Slot31
36708501,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,91710,Slot31
1276619168,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,91345,Slot31
353068947,7/17/2017,07:30:00 AM,40,GateIn,Full,EXPORT,92342,Slot31
646106873,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,92879,Slot31
-273614623,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,91733,Slot31
-1134250277,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,93003,Slot31
635555151,7/17/2017,07:30:00 AM,45,GateIn,Empty,EXPORT,92690,Slot31
1545259380,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,92832,Slot31
-1223772593,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,90632,Slot31
-804310138,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,93035,Slot31
1101432372,7/17/2017,07:30:00 AM,45,GateIn,Empty,EXPORT,92276,Slot31
1086740610,7/17/2017,07:30:00 AM,40,GateIn,Full,EXPORT,92661,Slot31
-498982032,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,92592,Slot31
-1005696286,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,92808,Slot31
1609645278,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,91021,Slot31
-1851148855,7/17/2017,07:30:00 AM,20,GateIn,Empty,EXPORT,91501,Slot31
976557353,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,92554,Slot31
428219974,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,90213,Slot31
49460226,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,92831,Slot31
-538539234,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,90278,Slot31
-1451627536,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,91344,Slot31
-258613926,7/17/2017,07:30:00 AM,40,GateIn,Empty,EXPORT,91770,Slot31
503604694,7/17/2017,07:45:00 AM,20,GateIn,Empty,EXPORT,90610,Slot32
957233495,7/17/2017,07:45:00 AM,45,GateIn,Empty,EXPORT,92236,Slot32
1728791432,7/17/2017,07:45:00 AM,40,GateIn,Full,EXPORT,90803,Slot32
-1098965348,7/17/2017,07:45:00 AM,40,GateIn,Empty,EXPORT,90248,Slot32
-1650239767,7/17/2017,07:45:00 AM,40,GateIn,Empty,EXPORT,90899,Slot32
-984604649,7/17/2017,07:45:00 AM,40,GateIn,Full,EXPORT,92340,Slot32
376690087,7/17/2017,07:45:00 AM,40,GateIn,Empty,EXPORT,91790,Slot32
1445969929,7/17/2017,07:45:00 AM,40,GateIn,Empty,EXPORT,92617,Slot32
954509090,7/17/2017,07:45:00 AM,40,GateIn,Empty,EXPORT,92860,Slot32
-1231715788,7/17/2017,07:45:00 AM,40,GateIn,Empty,EXPORT,92655,Slot32
-817103183,7/17/2017,07:45:00 AM,40,GateIn,Full,EXPORT,91401,Slot32
-1862404601,7/17/2017,07:45:00 AM,40,GateIn,Empty,EXPORT,90024,Slot32
1221807880,7/17/2017,07:45:00 AM,40,GateIn,Empty,EXPORT,90680,Slot32
-846445301,7/17/2017,07:45:00 AM,40,GateIn,Empty,EXPORT,93534,Slot32
377416010,7/17/2017,07:45:00 AM,40,GateIn,Empty,EXPORT,92627,Slot32
-408790592,7/17/2017,07:45:00 AM,40,GateIn,Full,EXPORT,91730,Slot32
-373318989,7/17/2017,07:45:00 AM,20,GateIn,Empty,EXPORT,90702,Slot32
1039191491,7/17/2017,07:45:00 AM,40,GateIn,Empty,EXPORT,91206,Slot32
-1596691825,7/17/2017,07:45:00 AM,40,GateIn,Full,EXPORT,92252,Slot32
1005536290,7/17/2017,07:45:00 AM,40,GateIn,Empty,EXPORT,92305,Slot32
1581662410,7/17/2017,07:45:00 AM,40,GateIn,Empty,EXPORT,90060,Slot32
664367448,7/17/2017,07:45:00 AM,40,GateIn,Empty,EXPORT,92408,Slot32
1517627070,7/17/2017,07:45:00 AM,40,GateIn,Empty,EXPORT,92605,Slot32
-2013747984,7/17/2017,07:45:00 AM,40,GateIn,Full,EXPORT,92414,Slot32
-103922620,7/17/2017,07:45:00 AM,40,GateIn,Empty,EXPORT,91108,Slot32
-1188812302,7/17/2017,07:45:00 AM,20,GateIn,Empty,EXPORT,90406,Slot32
243682234,7/17/2017,07:45:00 AM,40,GateIn,Empty,EXPORT,92501,Slot32
